state,domain,reporting_program,measure_name,measure_abbreviation,measure_description,ffy,population,methodology,state_rate,number_of_states_reporting,median,25th_percentile,75th_percentile,notes,source,expansion_status
Colorado,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment,ABA-AD,Percentage with a BMI Percentile Documented: 18-64,2015,Medicaid & Dual Eligibles,Hybrid,82.6,29,76.6,9.7,82.8,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Mississippi,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2015,Medicaid,Administrative,46.4,33,51.5,45.2,56.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,4
Oregon,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2015,Medicaid & CHIP & Dual Eligibles,Administrative,50.6,35,57.1,54.5,64.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Oregon,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2015,Medicaid & CHIP & Dual Eligibles,Hybrid,44.7,34,57.8,49.5,63.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
New York,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Discussed Cessation Strategies,2015,Medicaid & Dual Eligibles,NAM CAHPS,47.2,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",2
Louisiana,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment,IET-AD,Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64,2015,Medicaid & CHIP,Administrative,36.9,26,37.1,32.2,42.4,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,3
Missouri,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotics for Individuals with Schizophrenia,SAA-AD,Percentage with Schizophrenia who Remained on Antipsychotic Medication: 19-64,2015,Medicaid & CHIP,Administrative,63.1,25,62.4,58.1,68.7,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,4
Rhode Island,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2015,Medicaid & CHIP,Hybrid,69.9,36,56.0,45.2,62.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Iowa,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2015,Medicaid,Administrative,65.2,36,56.0,45.2,62.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Idaho,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Discussed Cessation Strategies,2015,Medicaid & Dual Eligibles,NAM CAHPS,32.7,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",4
Pennsylvania,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2015,Medicaid,Hybrid,85.5,37,81.9,77.6,85.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,3
Tennessee,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2015,Medicaid,Administrative,75.9,30,57.3,45.6,69.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,4
Kentucky,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Advised to Quit,2015,Medicaid & Dual Eligibles,NAM CAHPS,77.0,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",2
Texas,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment,IET-AD,Percentage with Alcohol or Drug Dependence who Initiated and Engaged in Treatment: 18-64,2015,Medicaid,Administrative,4.9,26,14.7,6.9,20.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,4
Rhode Island,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2015,Medicaid & CHIP,Administrative,86.0,32,85.6,82.8,88.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Oklahoma,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Advised to Quit,2015,Medicaid & Dual Eligibles,NAM CAHPS,73.2,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",4
Pennsylvania,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2015,Medicaid,Administrative,63.3,33,51.5,45.2,56.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,3
Alabama,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2015,Medicaid,Administrative,48.8,33,51.5,45.2,56.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,4
Michigan,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2015,Medicaid,Administrative,82.7,32,85.6,82.8,88.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,3
Colorado,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2015,Medicaid & Dual Eligibles,Administrative,85.2,32,85.6,82.8,88.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Oklahoma,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2015,Medicaid & Dual Eligibles,Administrative,37.7,30,57.3,45.6,69.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,4
Illinois,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Discussed Cessation Medications,2015,Medicaid & Dual Eligibles,NAM CAHPS,46.9,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",2
New Mexico,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2015,Medicaid,Administrative,53.5,33,51.5,45.2,56.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Georgia,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64,2015,Medicaid & CHIP,Administrative,36.5,30,37.7,30.9,56.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,4
Louisiana,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2015,Medicaid,Administrative,51.1,33,51.5,45.2,56.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,3
California,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2015,Medicaid,Administrative & Hybrid,55.5,34,57.8,49.5,63.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,1
Montana,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2015,Medicaid & Dual Eligibles,Administrative,45.2,33,51.5,45.2,56.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,3
Missouri,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment,IET-AD,Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64,2015,Medicaid & CHIP,Administrative,44.3,26,37.1,32.2,42.4,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,4
Delaware,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Advised to Quit,2015,Medicaid & Dual Eligibles,NAM CAHPS,76.0,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",2
Iowa,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 6 Months: 18-64,2015,Medicaid & Dual Eligibles,Administrative,21.1,29,33.7,29.4,37.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
North Carolina,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2015,Medicaid,Administrative,64.5,35,57.1,54.5,64.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,4
Arkansas,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64,2015,Medicaid & Dual Eligibles,Administrative,33.4,30,37.7,30.9,56.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Oregon,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment,IET-AD,Percentage with Alcohol or Drug Dependence who Initiated and Engaged in Treatment: 18-64,2015,Medicaid & CHIP & Dual Eligibles,Administrative,19.5,26,14.7,6.9,20.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Kentucky,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 6 Months: 18-64,2015,Medicaid & Dual Eligibles,Administrative,43.9,29,33.7,29.4,37.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Connecticut,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2015,Medicaid & CHIP,Administrative,63.9,29,48.6,44.1,51.9,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,1
Massachusetts,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2015,Medicaid,Administrative,86.0,32,85.6,82.8,88.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Louisiana,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2015,Medicaid & CHIP,Administrative,43.1,29,48.6,44.1,51.9,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,3
Texas,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2015,Medicaid,Administrative,52.6,33,51.5,45.2,56.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,4
Minnesota,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Discussed Cessation Medications,2015,Medicaid & Dual Eligibles,NAM CAHPS,58.6,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",1
Pennsylvania,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Discussed Cessation Strategies,2015,Medicaid & Dual Eligibles,NAM CAHPS,43.1,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",3
Connecticut,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2015,Medicaid & CHIP,Administrative,67.8,35,57.1,54.5,64.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,1
Arkansas,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2015,Medicaid & Dual Eligibles,Administrative,81.9,32,85.6,82.8,88.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
New Mexico,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2015,Medicaid,Administrative,50.1,35,57.1,54.5,64.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Missouri,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2015,Medicaid & CHIP,Administrative,50.3,30,57.3,45.6,69.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,4
Louisiana,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Advised to Quit,2015,Medicaid & Dual Eligibles,NAM CAHPS,72.3,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",3
Rhode Island,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment,IET-AD,Percentage with Alcohol or Drug Dependence who Initiated and Engaged in Treatment: 18-64,2015,Medicaid & CHIP,Administrative,20.1,26,14.7,6.9,20.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,2
Kansas,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Discussed Cessation Medications,2015,Medicaid & Dual Eligibles,NAM CAHPS,42.1,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",4
Georgia,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Advised to Quit,2015,Medicaid & Dual Eligibles,NAM CAHPS,75.0,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",4
Tennessee,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Discussed Cessation Medications,2015,Medicaid & Dual Eligibles,NAM CAHPS,34.8,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",4
Nebraska,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Advised to Quit,2015,Medicaid & Dual Eligibles,NAM CAHPS,72.3,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).",4
New Hampshire,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2015,Medicaid & Dual Eligibles,Administrative,85.5,32,85.6,82.8,88.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,3
