state,domain,reporting_program,measure_name,measure_abbreviation,rate_definition,ffy,population,methodology,state_rate,number_of_states_reporting,median,bottom_quartile,top_quartile,notes,source,location,expansion_status
Colorado,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery,2016,Medicaid & Dual Eligibles,Administrative & Hybrid,50.1,36,54.3,49.6,63.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(39.0646, -105.3272)",2
North Carolina,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery,2016,Medicaid,Administrative,32.6,36,54.3,49.6,63.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.6411, -79.8431)",4
Oregon,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2016,Medicaid & CHIP & Dual Eligibles,Administrative,48.2,39,52.8,47.9,62.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(44.5672, -122.1269)",2
Louisiana,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications: Age 18 and Older,MPM-AD,Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64,2016,Medicaid & CHIP,Administrative,89.4,32,85.9,83.4,89.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.1801, -91.8749)",3
Oregon,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women: Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2016,Medicaid & CHIP & Dual Eligibles,Administrative,49.3,37,59.4,55.7,66.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(44.5672, -122.1269)",2
Texas,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64,2016,Medicaid,Administrative,47.9,36,59.7,48.4,70.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.106, -97.6475)",4
New York,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18-85,CBP-AD,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled (<140/90) During the Measurement Year: Ages 18-85,2016,Medicaid & CHIP,Hybrid,64.2,26,54.9,48.2,62.1,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.1497, -74.9384)",2
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2016,Medicaid,Hybrid,81.6,37,83.3,78.8,86.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.7673, -89.6812)",4
Pennsylvania,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2016,Medicaid,Hybrid,86.3,37,83.3,78.8,86.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.5773, -77.264)",3
California,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64,2016,Medicaid,Administrative,54.0,36,38.3,31.2,55.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(36.17, -119.7462)",1
Ohio,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64,2016,Medicaid & CHIP,Administrative,66.3,36,59.7,48.4,70.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.3736, -82.7755)",2
Texas,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2016,Medicaid,Administrative,52.8,39,52.8,47.9,62.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.106, -97.6475)",4
New Jersey,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications: Age 18 and Older,MPM-AD,Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64,2016,Medicaid & CHIP,Administrative,87.4,32,85.9,83.4,89.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.314, -74.5089)",1
Connecticut,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64,SSD-AD,Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64,2016,Medicaid & CHIP,Administrative,79.7,25,78.6,73.0,81.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(41.5834, -72.7622)",1
Minnesota,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women: Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2016,Medicaid & Dual Eligibles,Administrative,57.8,37,59.4,55.7,66.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(45.7326, -93.9196)",1
Pennsylvania,Care of Acute and Chronic Conditions,Adult Core Set,PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older,PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,Medicaid,Administrative,22.6,25,18.5,27.9,15.1,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.5773, -77.264)",3
Louisiana,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Drug Dependence who Initiated Treatment: Ages 18-64,2016,Medicaid & CHIP,Administrative,35.1,26,35.7,32.5,39.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.1801, -91.8749)",3
West Virginia,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women: Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2016,Medicaid & Dual Eligibles,Administrative,46.4,37,59.4,55.7,66.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.468, -80.9696)",2
Virginia,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64,SAA-AD,Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64,2016,Medicaid & CHIP,Administrative,66.9,28,60.6,55.4,67.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(37.768, -78.2057)",4
Alabama,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2016,Medicaid,Administrative,73.0,37,83.3,78.8,86.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.799, -86.8073)",4
New York,Care of Acute and Chronic Conditions,Adult Core Set,PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older,PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,Medicaid,Administrative,11.8,25,18.5,27.9,15.1,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.1497, -74.9384)",2
Texas,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Drug Dependence who Initiated Treatment: Ages 18-64,2016,Medicaid,Administrative,36.1,26,35.7,32.5,39.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.106, -97.6475)",4
New Mexico,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women: Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2016,Medicaid,Administrative,54.7,37,59.4,55.7,66.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(34.8375, -106.2371)",2
Pennsylvania,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64,2016,Medicaid,Administrative,18.6,26,13.7,6.9,17.9,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.5773, -77.264)",3
Colorado,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2016,Medicaid & Dual Eligibles,Hybrid,77.8,37,83.3,78.8,86.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(39.0646, -105.3272)",2
Tennessee,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64,2016,Medicaid,Administrative,32.2,33,37.1,31.2,39.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.7449, -86.7489)",4
District of Columbia,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64,2016,Medicaid & CHIP & Dual Eligibles,Administrative,1.3,26,13.7,6.9,17.9,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.8964, -77.0262)",1
Illinois,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64,SAA-AD,Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64,2016,Medicaid & CHIP,Administrative,53.3,28,60.6,55.4,67.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.3363, -89.0022)",2
Arkansas,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64,SAA-AD,Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64,2016,Medicaid,Administrative,58.7,28,60.6,55.4,67.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(34.9513, -92.3809)",2
Missouri,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2016,Medicaid & CHIP,Administrative,78.8,37,83.3,78.8,86.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.4623, -92.302)",4
Colorado,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2016,Medicaid & Dual Eligibles,Hybrid,47.9,39,52.8,47.9,62.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(39.0646, -105.3272)",2
Hawaii,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64,2016,Medicaid & Dual Eligibles,Administrative,29.7,36,38.3,31.2,55.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(21.1098, -157.5311)",2
Nebraska,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening: Ages 50-74,BCS-AD,Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64,2016,Medicaid & CHIP & Dual Eligibles,Administrative,22.7,35,52.3,47.9,60.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(41.1289, -98.2883)",4
Pennsylvania,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64,SSD-AD,Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64,2016,Medicaid,Administrative,84.6,25,78.6,73.0,81.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.5773, -77.264)",3
Vermont,Care of Acute and Chronic Conditions,Adult Core Set,PQI 08: Heart Failure Admission Rate: Age 18 and Older,PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Enrollee-Months: Ages 18-64 [Lower rates are better]",2016,Medicaid & CHIP,Administrative,2.9,25,20.8,29.6,14.0,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(44.0407, -72.7093)",2
Delaware,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64,2016,Medicaid & Dual Eligibles,Administrative,70.5,36,59.7,48.4,70.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(39.3498, -75.5148)",2
Tennessee,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery,2016,Medicaid,Hybrid,56.0,36,54.3,49.6,63.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.7449, -86.7489)",4
Texas,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64,2016,Medicaid,Hybrid,85.4,37,83.3,78.8,86.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.106, -97.6475)",4
South Carolina,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64,2016,Medicaid,Administrative,54.1,36,59.7,48.4,70.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(33.8191, -80.9066)",4
Washington,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2016,Medicaid & CHIP,Hybrid,52.8,39,52.8,47.9,62.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(47.3917, -121.5708)",1
Virginia,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications: Age 18 and Older,MPM-AD,Percentage who Received at Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: Ages 18-64,2016,Medicaid & CHIP,Administrative,91.8,32,85.9,83.4,89.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(37.768, -78.2057)",4
Illinois,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women: Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2016,Medicaid & CHIP,Administrative,56.3,37,59.4,55.7,66.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.3363, -89.0022)",2
Maryland,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery,2016,Medicaid & CHIP,Hybrid,71.9,36,54.3,49.6,63.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(39.0724, -76.7902)",2
Alabama,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64,SSD-AD,Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64,2016,Medicaid,Administrative,75.0,25,78.6,73.0,81.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.799, -86.8073)",4
New York,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64,2016,Medicaid,Administrative,55.8,36,59.7,48.4,70.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.1497, -74.9384)",2
